Tweet,Username,AverageAnnotation
 wow. not even a qb? i wanna see carolina get more offensive weapons alongside cam,Thav916,0.4
 trumpton isn't fake. it's a wonderful place. it does appear to have voted tory and ignored #ukip though!,amjsutherland,1.4
 pffft thanks for the invite... #rollseyes,balaneski,0.6
nw: biyahe ni drew. one of my favorite travel shows from the crew to the host the best haha kwela kwela lang <tease>,janwesley,1.0
 im sad too sharkk dont worry xd we can be sad together ;-;,Stephxtravers,-1.25
thank you to all of our parents who showed up today.,HOLAcademy,1.0
the liverpool brigade out defending suarez already and making excuses. wow. just wow.,NathElCuchillo,-0.2
 can't wait! listening (again) to older #podcasts while training at the gym. it's going to be an excellently #social time! <happy>,sayin_kAt,1.0
any bitch after me is a downgrade #asshole,AlisonGrasmeyer,-1.2
( friendship ),bbyputah,1.6
 the steve logan stuff was great. has me fired up!,adamwolfgang,1.6
my pleasure!,DTNEtiquette,2.2
 you're right! it's perfect!... <happy-tears>,TriaLucila2011,1.75
haven't seen any team go to #fcb and press them so high up the pitch - really interesting tactical game #fcb #bayernmunich,amjsutherland,1.25
 thank you lol xd,Stephxtravers,1.2
everyone is so broken ::cries a river of tears and drowns in it:: #bsg,GraceOnTheFarm,-1.0
there are some things that will always piss me off,Wright98Isaiah,-1.0
 this made me die a little inside.,CaffeinatedDead,-1.5
beauty of the caribbean #travel #photography photo by breeze turner,4h2oCharity4h2o,1.5
me too. i keep asking myself what al would think about me if one day he saw me. photo-finish found emily a pretty kid.,TatyanaB5,0.25
 i love u more,pixjeperry,1.6
#sagittarius is optimistic and hopeful- not naive!,Grettahw,2.6666666666666665
i have honestly never been in a food fight,Cinnacorn,0.6
missing someone makes it harder to fall asleep at night.,umarzada01,-0.2
when kelsey was introduced everyone was like oh...meeeh (cold clapping). #thebachelor,Island_Lvng_MW,0.6
 yh thats one way to motivate urself to get up lol ill just sleep regardless even when i have shit to do,Sloweezy1,1.4
all kids need is a little help. a little hope. and someone who believes in them.,charitybuzzing,1.7
 my mom said whatever time you guys find out if you reschedule or not have your mom call and let her know.,WhosDarek,0.25
: i don't want anyone else to have your heart. kiss your lips. or be in your arms. i don't want anyone to take my place.,kenkoco1,1.5
 asa na atong pics sa gym! hehehe,iammaxcorpuz,0.25
 aw mate i was knackered and was working this morning. if i stayed any longer i would've fell asleep lol!,paulreilly112,-0.2
we create horrors to manage other horrors,RecoveringWhite,0.0
je vais tuer maria si elle se calme pas quelle dingue ,Alicia_Dkg,0.0
be grown &amp; own up to keeping your word . i hate liars they make me sick,The_SexiestGoon,-1.2
fistpump was a terrible role model for kids. most you see him doing is drinking and screaming at his girlfriend. glad he's gone - anon.,YounowExpose,-0.3333333333333333
. i have been insulted. sworn at and stalked by people with badges that say 45 or yes. fury is the only word to describe it #snpout,Effiedeans,-1.6
damn girl i need to learn how to take a hint,shiminlim,0.25
 y'all the shit... hope yall know that lol.,Meet_Nallah,1.0
so birdman just one best picture..... why?,bachethan22,0.1111111111111111
muffins for mom was so much fun,cheriebeme03,1.6
 ok i'll wait till then,Shanza_k,1.0
and thank you mcdaniel campus saftey for all the parking tickets,Wenger_7,1.0
 i think there's a diff b/t calling out amazon and insisting that everyone has a responsibility to-,ImAmandaNelson,0.0
 i'm so pissed,toraye_,-1.0
i'm just a passionate woman.,aishamariea,2.0
whos laughing now,CLAIREDRAMIREZX,0.0
 because it'll never happen. lol.,Harrison101HD,-0.5
 i think you should get the hell out of my life and leave the boys alone or i'll kill you,All1DGirlz,-2.25
we will return your items to your satisfaction or we will collect. re-iron and deliver again at a time to suit you!,ironmaids,1.25
i love getting texts from friends who are in the middle of books i've rec'd (this one's the martian),ImAmandaNelson,1.2
 same i feel stupid lmao,penglouin,-0.6
people take life way too seriously,chasemyyers,0.0
before indie was cool. i would tell people i listened to it. and always got the same response. what's indie? is that like indian music?,rockzist,1.0
 suddenly..she felt a disturbance in the force. was it..an onslaught of zombies from ooo's crater? who knows. she waved it-,Bonnibel_Peebs,0.25
the #islamist triangle of southern #syria - a magnet for groups #israel says threaten its security:,LukeReuters,-1.25
it always seems like when you stop looking. that's when you finally find what you are looking for. :l,JessicaLisyus_,0.0
everything will be okay in the end. if it's not okay. then it's not the end.,Meet_Nallah,2.4
anyone looking for hardcore work...you're looking in the wrong areas lol,MelanieMMusic,-0.4
little reminders of someone who is no longer in this world hurts because you know there gone. but sometimes think they're still here.,brittney_lerma,0.6666666666666666
 oh my god same!! how weird but omg i can't wait,sassbuteraXO,0.0
i'm high key annoyed,reynsss_,-1.4
remember this... if it's not happening fast does not mean it's not happening. honor your process.,HillaryRubin,1.2
shout out to the adorable boy who walked barefoot with me to mcdonald's and bought me nuggets last night. #drunkalison,AlisonGrasmeyer,0.6
i don't care if i don't fwu anymore. i won't throw dirt or tell your business. even if someone asked me to.,virtuous_being,0.4
i #workout because i love my body not because i hate it. thank you #yoga #standstrong + #innerstrength = unstoppable!,travelgaljd,1.4
 u suck bitch don't u dare speak about him like that,rjchrd,-1.6
 hey do you hate being bored? music so live it went viral and kill boredom percolate by catchy hooks available on itunes. enjoy,rapcatchyhooks,1.6
 fuck sake chlo so have i!! what is life,ReadieG,-1.75
have been sick all week end! <disgust> hope it go's by 2morrow for work!,kisione,-1.0
 in my dream i stopped everyone from thinking it was your fault for the dinosaur rampage destroying the world. i hope youre happy,Valkyrie_V,0.4
 okay...i'm curious...what's a dirty banana?,balaneski,-0.6
how to get a body like cristiano ronaldo:,DemiLvatoFacts,1.2
sometimes i never message firstbecause i hate to feel like i bother you,Ch3ryB3ary,-1.0
do you ever just get so bored that you just want to charge things to your credit card like a ton of concert tickets,wtvcaitlyn,-0.3333333333333333
#marr tips his old m8 andrew neil a wink who tells he'll have hell have a labour mp on for some one to abuse and shout at on #bbcsp,itiddly,0.25
my dad gave me a massage bc of my headache hes real af,brenna_annalise,0.5
mmmm fells soooo good to b home & in my own bed!!!!! loveing it right now.,kisione,1.8
 well. i suppose it's a clue in that i'm not you. which eliminates one person in the us. right?,MaraGreengrass,-1.2
. has a 7' ding ding and he won't admit it -,YounowExpose,-0.8
adding to my list of general election 2015 heroes! a very inspirational guy <kiss>,chelsreynolds1,2.0
ibm kenexa talent suite melds hr. big data,Arlene_HR,0.0
 looks like the garage sale doesn't start until 9 - do you want to meet at 8:45 instead?,alixcote,0.0
anita sarkeesian? could care less. hired to help develop mirror's edge 2? nope and signed,TheFlamicon,-0.75
 yeah wait until they find out that you're trying to steal my kids you need to stop ok?i mean leave us alone!!!!,All1DGirlz,-1.75
sign petition: #ukip to apologise for stirring up fear:,ElzbietaVine,1.0
this town looks fucking eerie during the winter.,sleepycoyotee,-0.6
fuck playing it safe,trippedvibes_,-0.8
 i was about to say. still that's young lol. when is her birthday? i'm trying to find out about her.,Meet_Nallah,1.2
oh ok. thanks for the follow.,tralalukey,1.0
glad to be home wiff my bby finally,YaGirlMeeks,2.0
this dude on is going off and telling the straight truth.,CLF_423,0.2
don't worry world. i made it home.,WhosDarek,1.5
the more i read on williams and the more i read how unpolished white is on route running. the more i like the #jets selection. #jetsnation,JAsports70,0.0
 ahhh hahaha! biset!!,janwesley,1.75
 i see hahaha. baru jumpa acc annis ka ni? i'm fine alhamdulilah. hby sis?,theninis_,0.0
 think about it,tamara_kiana,0.8
have no time for rude people! manners cost nothing.,taylorgracex,0.2
somethings doesnt feel right about this#confused,Wright98Isaiah,-0.8
gratitude is the seed to happiness,anjellaye,2.0
 you are my lil baby puppy sister i don't have a sister or a puppy that loves me and now i have both you are my <love>,runyonhanlon,1.75
i love her! #aaliyah #ripaaliyah,Vannie3000,1.4
stayin in watching hoops and having a beer. i'm done wasting time with people that don't really care about me,Tedebearspencer,-1.0
ugh finally to go to sleep,brenna_annalise,0.4
i'm sorry but that pit/dachshund mix that got retweeted onto my timeline was the ugliest dog i've ever seen,righteoustiger,-1.25
 nasty ass mississippi. im here until july. <skeptical>,rscotty67,-2.0
 i don't think he was very good. but he was very good for paulinho. i was pleased to see that.,WindyCOYS,0.6
 my mom goes through pepcid compete like candy,the_horla,0.5
i love y'all too much. smh,_MinnieMina,1.2
it's almost like the liquor store owner saw the bags under my eyes &amp; the magnum bottle of red wine in my hand &amp; instantly knew i have kids.,bubafettt,0.6
i'm was like to my parents. i'm only going tonight for the food ya know. they got pretty pissed but its the truth.,Clem_Walker,0.6666666666666666
 united sisterhood bitches,paulreilly112,0.4
 you me and and a few other people tweeted that all at the same time. haha,Tedebearspencer,1.5
so every loss i took. i knew to strike again,younghov_,1.2
that tweet led me to look up what the americans had won. wow. big gap between widespread acclaim and emmy snubs. ,ps_malone,0.25
alright guys. i have one ticket to opening day. who wants to go with me!!?? make me an offer!!,brinilove,0.8
i have a very kind and sympathetic character.i am calm and balanced. i have a very calm an...,candy_brides,1.6
follow me baby ? x194,zouisfitch,0.75
dear universe. jeremiah mcdonald talking to his 12 yr old self 20 years later... well. i love it. thanks for the laugh.,UniverseLetters,1.75
i've seriously considered being a prostitute or a stripper so many times this week and it's only tuesday.. #finalsweek,Tinijensen,-1.0
girl: what's your favorite color?,verenis_,0.0
credit to for the #drseusssexts hashtag!,adriantoomey,0.5
 never seen that but heard it's awesome! i love !,YoItsLilBlue,1.8
it better not be raining like that right now cuz i'm about to get off the bus.,schontherattler,0.0
 i do too and love the platform to reach out to others. that's why keep trying to make others watch them,rf_fangirl,1.0
niggas will proby buy her flowers. ill probly buy her weed,Sloweezy1,-0.25
 a bitchass nigga ! fuck em for what he did last night #fuckem,prettylaurynn,-1.8
 thanks for the tweet! check out this year's campaign:,DenverWater,1.6
ok i gotta go to class and try not to hyperventilate,royaljesy,0.0
i need my eyebrows done but i'm tryna wait til after my next drill. that's like 2 weeks.,Tiana_Cubana,0.0
keep fighting abel is just gonna push back the album release date,samroycexo,-0.2
 ...in exchange for the devil to learn. feel. know. &amp; keep real true love. gratitude. faith. trust. selflessness. &amp; compassion.,Soulburn5,1.8
#sagittarius are very private people. even if they trust you. they may not let you in.,sagittariusee,0.25
wish a could spew awwwww fuxkin er u just so u know exactly how a feel aboot u . wee fuckin boot,zairaafzalxx,-0.8
why wouldn't you wanna show your girlfriend/boyfriend off?,angelnieto101,0.0
 you guys are quackers...,IamArg,-0.2
 ahh damn im sorry jas...but it means they are stalking you lol,grind2times,-1.5
 i haven't seen anything about him lately what's going on!? lol,verenis_,0.5
 i do !!!,sexualhes94,0.6
apparently. gap is having 40% off everything today and tomorrow. the knight family has fallen victim... now it's...,aspiringkennedy,-0.5
#cancer's can often get wrapped up in whatever is going wrong in life. but that have a good side. u usually dont change your opinion.,Zodiac_ebooks,1.2
bitch show the ref some respect,zykxx,-1.8
can we just agree to never be apart again? i felt like a piece of me was missing. i promise to never hurt you again bb........i love you bed,They_call_me_po,1.0
just told my dentist that i'd negatively review his practice if he pulled my wisdom teeth &amp; it hurt more than he swore it would. ha!,sayin_kAt,-1.25
i suppose you could call it journalism. except i'm not writing about anyone important in the traditional sense.,meliss_hughes,-0.2
don't let the world make you sad because it compares you to some one else.choose to be who god created you to be not a copy of some 1 else!,WINIMINISTRIES,1.5
'ur wrong but thanks for trying',Alison_Farrell,0.0
and it sucks vecause i want to so badly #kca #votelittlemixuk,royaljesy,-0.6666666666666666
something wrong w the connection *crying emoji*,azimahtan,-0.4
 whatever your idea is. i'm interested to see the result.,therobotjane,1.2
you can't make everyone happy <happy> but if you have a jar of nutella i'm pretty sure you can make yourself <happy> #quote,EveyFitzpatrick,1.8
 how perfect when sunscreen is her top beauty product!,birdkittyme,0.6
great idea mt : dnc rules cmte considering no primaries/caucuses before feb. 1. 2016.,BeckyRParks,0.6
: #sagittarius will always find a way to be happy.,JessicaLisyus_,1.4
my parents at like i broke my car and it's my fault i have school lol.,TehhKota,-1.2
 hindi hardcore un eh mas risky ata un not sure tho. sige lang <tease>,janwesley,0.2
it's despicable a gp receptionist paid by public money should make false malicious allegations against someone who'd done her no harm.,HelenGavaghan,-0.25
 ya so i'm getting lots of tweet noises lol how goes things ur way ??,Shania_Hansen,0.75
we had just promise each other,RainaNadia,-0.2
 i know we will! we can't fail and we won't. in the end. we laugh knowing what we accomplished,Emma0839,2.25
//i'm a tactile learner. not even learning impaired. you know how fucking hard it was for me to learn time..? you cant touch time.,Bonnibel_Peebs,-1.0
i was on jacks younow and i couldnt hear anything and i got so frustrated and then i realized that the volume was down alright im out bye,smilingforjack,-1.5
from all the country music artists i like miranda most and she won,HereForTaylor8,2.25
i do feel a little better about myself reading the unmitigated jackassery of people thinking today is the earth's birthday. help ,bubafettt,1.8
the only black allowed in fenway is the edges around home plate. #yankeesredsox,JAsports70,-0.2
 that's right!.... smile (my dear kim hyun joong). it will all pass anyway. just hang on and keep the faith. <happy>,TriaLucila2011,1.75
tonight i'm going out with my friends.. in town.. scary stuff,ShakeyGr4ves,0.25
 congratulations on your victory! fantastic last lap on the 1k!,Aethien,1.8
fuck u guys i'm playing tetris,YouMeAtYMAS,-0.75
lmao! foreal dawg think about it.. : lmao wtf bruh : guys.... choice condoms are coated in hiv hey...,TopAz_TayLoR,-0.2
today stats: one follower. one unfollower and followed 2 people via,saltandburnitt,0.2
i liked a video from ,_asxp83,1.2
or find fabulous new awesome shoes.,Soulburn5,1.2
... and there it is-- the ticking bomb... which is about to blow up thanks to owen-- in a uniform? #imsoconfused #greysanatomy,Island_Lvng_MW,-1.2
 omg let's make them be friends so maybe she will be like her,AnnellyVega,1.8
you outgrow ppl and that's ok,_JessicaHo_,1.0
 humbly accepted and thank you. #diepflap #breastreconstruction #breastcancer #patientadvocacy,6state,1.4
and i finally just broke,Tori_Mace,0.0
 i used to work at hertz at dulles. counting cars. i was replaced by a bar code scanner. literally,adrianraiford,0.2
good lord burns is driving quite fast to get to the westcott on time for ,rsgyergyek,0.8
 sorry for all the questions. how much money can i take out per day while in canada? thanks again for all your help <happy>,EveyFitzpatrick,1.2
pet peeve: when someone fake cares,caitlinnk_,-0.2
 nah we won't. we need a clean sheet first. and that ain't happening anytime soon ffs,RD16_,-0.25
since didnt win it im happy his teammate won it thats #fordpower for ya ,RDUBBS518,1.2
 i went to high school with a girl like that. she ended up leaving the religion. i couldn't do it lol,Squantoe_,-0.5
 im the truth,Shanza_k,1.4
rip tyler. you'll be missed. thanks for being a part of one of the best summers i've had!,CarverKrista,-0.25
im going to rewatch the rest of supernatural season 6 and cry bye,alllovehes,-0.75
 my mil. who's never had an office job in her life. is always lecturing my hubby on how to deal with work problems. ::snort::,MaraGreengrass,-0.6
hull trouble after saints double: james ward-prowse and graziano pelle struck as southampton beat hull 2-...,i4_southampton,0.2
 you're quite welcome!,_Beard_Life,1.6
this all sucks. but i've got love and i've got it to give back.,BrennaLarks,-0.6
pretty sure everyone in the library can hear my stomach.,sleepycoyotee,-0.6
now i understand my place in someone's barber shop but don't be fucking hovering me like i'm a rookie. i see your work #ilikeminetho,sunara_11,-1.4
#toryproverbs don't give a man a fish it only encourages dependency. sell him a fish and if he can't afford it he can sod off to a foodbank,5stringpaul,0.2
the slide show was a nice touch carly. #gh,SharonCaseFan,0.8
not number 1 yet whitfield,ShreveB,0.0
slowly weeding through people i don't talk to/don't talk to me.,WhosDarek,-0.4
cause every night i go to bed lonely as fuck and nothing changes. so let me do what i fucking want.,WhosDarek,-2.25
i had sum bumps in da road planning my cd release. but. delay is not denial. when da timing's right. its goin' down!,WillJaxx,-0.6666666666666666
shoutout to all zayn girls out there who keep being strong everyday. niall girls wont feel pain as much as they do everyday. love you fam!,TOUCHDOWNIALL,1.75
 when i got done applying they called me like 15 minutes later lol.,verenis_,0.5
hoe what the fuck is ur snapchat ,alexskarth,-1.5
target rating point - wikipedia. the free encyclopedia,bonchette,0.0
practice #gratitude daily because...,UniverseLetters,1.25
 hi peter. i'm a reporter at the east anglian daily times. interested in your snowman story. follow back so we can dm? cheers,mattjstott,1.0
 i really think so too aunty!,brinilove,0.6
had the best time now it's the worst time..but we have to say goodbye,All1DGirlz,0.0
home sick really means i miss the comfort of my room and bed.,A90s_,-0.8
ok so two guys have offered to help us with out tent... we're so fucking useless,unkkn0wn_,-0.6
go check this out and like and share and tell me what you think and stuff. thank you <happy> yours - ella henderson cover,dailytroye_,0.75
the fact that he'll get $180 million from this fight is crazy,Sydni_Briana,-0.4
 [why isn't it the pig i see? or more like smell!],ValiantIryoNin,-1.25
 don't encourage him!!,bob_hoffmann,-1.2
he who has no friend has god.,A90s_,1.0
 has cnn or espn ever challenged pacquiao on his homophobia? nope. tells you everything about agenda,Fletch_Butcher,0.0
slept for 12 hours today therefore i won't be sleepy for a few more hours,brittney_lerma,0.4
i don't follow mean people.,righteoustiger,-0.8
 hope you have a fantastic weekend!!!,tsinspired,2.0
you gotta make your prove your loyalty,Sug_arPlum_,0.8
they smile to your face. but talk behind your back. bruh,Tadpole_03,-1.0
 mine will be echo danger (gender neutral) &amp; poker legend doyle brunson (also gender neutral),the_horla,0.2
hey siast. it's playtime! come check out our new learning tools by the kelsey campus library foyer from 9-4. enter to win a prize too.,SaskPolytech,1.2
man. they're really going all out with this. #prompromise,YellowCranePr,0.0
i always mess up my own starbucks order anymore. #imsosorry #tootired,caitlynsalalala,-0.4
 happy birthday!!! <laugh> <love>,YoItsLilBlue,1.75
i think the video was pretty clear. jeanna &amp; katie argued. jeanna gave her hands &amp; 2 girls tried to break it up who had no business in it.,Vannnx3,0.4
i hate whiskey but i love whiskey,sspankayy,0.6
love all the new gold canyon scents .. want to smell them?,AlbertaCandles,1.0
 bangbang title i agree n then it shud b tu hai from mr.x,barkha_as,1.0
i really don't like that complacent feelings i would always have when people are extolling me,theakmlshh,0.0
 omg kaoru is my favorite i don't kno wwhy and like i love mori a lot too fri ck,saltandburnitt,1.5
 lol he surely is! i think these two are so famous that ppl end up blaming good or bad all on them,rf_fangirl,-0.25
i will call you out if you're being an idiot in example facebook right now.,CarverKrista,-0.6
: where am i??? baby you're in my room silly,victoria_alvaa,0.25
 beauty and the beast!!,Tape_Dispenser_,0.2
wow...i like dbz kai...but is it necessary to one. call kaioken kai o ken and two have vic mangina singing the into...,xchrisxchaosx,0.8
the best part of sunday is #brunch:,JoseOleCentral,1.5
i'm hurting so bad right now. today is going to be a horrible day.,80zNick,-1.8
&gt; head off the cushion with a struggle. it weighed a ton. i glanced around. taking in the sunlight streaming in &gt;,NaturesParamour,0.2
 ily x3,xntisxcial,0.0
 happy weekend!,Arlene_HR,1.5
 for smoking weed everyday? yes i'm guilty .. i just don't understand the 'coward' part <skeptical>,TopAz_TayLoR,-1.25
well... that was just about the most uncomfortable performance ever.,Shes_Hopeless,-1.3333333333333333
sometimes you have to get knocked down lower than you've ever been. to stand up taller than you than you ever were.,hherreran1,2.2
 please follow x193,xlarry_rainbowx,0.25
i feel unlucky to have such shit headed neighbours!! sbdy burn them alive!! please!! <angry>,yOgI_jYoTsNa,-2.0
5 filipino new wave directors you should know (and love),iammaxcorpuz,0.6
i hear my bed calling nighty night. hope you have a fantastic afternoon/ night,tsinspired,1.0
the real question is would gaara wear those gross goth clothes from hot topic,thrdplanet,-0.6
idk i lurked it a while. got annoying fast,EmmaQuack,-1.5
see it through my eyes .. is it happy or sad? #sillyquestion #selfie,angeLmichSG,0.2
packing my clothes based on whether or not they will look cute with cowboy boots! texas here i come!! #vacation,BridgetAKennedy,2.0
better to be way late then never. isn't that how the night sees things as it creeps toward summer.,Satori_Paris,1.25
#sagittarius knows how to have a good time.,1_Sagittariuss,1.8
invite healing into your life and be willing to get over your past to do it. let being happy be your goal and your guideline.#newperspective,my1heart,1.8
jesus christ i'm only 3 minutes into extreme russia ... and i already feel sick. this is effing crazy.,Refshaleoen,-1.0
 sos i think i broke the coffee maker,RobbiZombi,-0.6
watch lawyer destroy tony perkins on fox after he says gay marriage leads to girls marrying dads,knoxkp,-1.5
highlight of my day. spilling a two day old mcdonald's milkshake over her bag. #priceless #bestreactionever,Adlewis91,0.6
sometimes it's cute when someone looks up to you &amp; tries to act like you but sometimes it's just weird &amp; annoying,xxviiimmxx,-0.75
my pussy taste like pepsi cola.,_KayleeTho,0.25
spread happiness to all you meet.,UniverseLetters,1.6
want to begin healing your heart? forgive yourself &amp; receive love now.,abundancetap,1.4
....stones taught me to fly <love> love taught me to lieee....,royaljesy,0.0
 that's a demon not fucking kittens i'm telling u,sydneydavisss,-1.4
no one cares. you're a whore.,Tori_Mace,-1.6
i'm not good at many things but fucking shit up yeah i'm a pro at that shit,Wright98Isaiah,-1.75
enhancements to student financial assistance program helps learners go further faster - sk gov press release,SaskPolytech,0.8
pag naging maid of honor ako agad daw ang susunod na ikakasal! .. pahingi muna ng jowa! <laugh>,angeLmichSG,0.2
we all want what we ain't got love this song and its so true,Shania_Hansen,0.6
bmj: we are amerithaikong,sugasweg,0.4
mama kata krja dpt duit banyak nnti design pelamin sndiri. buat lah mcmana nk hahahah,theninis_,0.25
i really need a lap top ... like now . i would feel so much better knowing i have everything on my own computer,reynsss_,0.8
 but they were so in love?,Please_No_Pics,1.0
 make fun of the stupid shit someone says. by all means. but it's basically namecalling.,gmcalpin,-1.2
 hahahaha outta topic apenye.. abg ipar awak pun x lama lagi kenal laaa... soon <happy>,aliyyah92,0.8
 pristine presentation umm shots fired,EdwardDaniell_,-0.75
great news. i am a #1 seed in the march sadness brackets. i feel i can take it all the way this year.,chrisspangle,0.4
the numbers are alarming. but seriously. no one from plucky lichtenstein?,LukeReuters,-0.2
 geez people. if this were us and uk flags would you also question loyalty and claim treason?,adrianraiford,-0.3333333333333333
from ontario court of appeal says endangered turtles trump wind farms,financialpost,-0.2
how u gonna kill a character that lives in the book. homie?,righteoustiger,-1.25
it's cooool lol,The_SexiestGoon,1.2
lord knows it was a slow day for tips,SaveThe_Tits,0.25
if aj was in the title match. everyone would be bitching about it. take what you get people. the card is already stacked enough.,SupportingBryan,-0.6
 ty for share. the corruption. like most for pols butts right up against moral line. i just don't think it will damage her.,progressive4u2,0.5
 ok thank you so much! and are you able to check if they have the black one in a petite size 4? <kiss>,shiminlim,1.2
when life puts you in tough situations. don't say why me say try me,hherreran1,2.2
 i am laughing each time i read it loool,rf_fangirl,2.0
kalamazoo telegraph newspaper 3/8/1905,BeckyRParks,0.0
i called jack in his geography test and his phone was on loud and he told his class it was his annoying b*ch of a girlfriend i'm v proud,xntisxcial,-1.0
 found nothing ? really ? damn. googles slacking .,_iamPRYCELESS,-0.75
i don't know how many are on but the art show was really good! props to ,They_call_me_po,0.8
payday for most! go out and buy ur loved one something special. even if it's your kid. spoil urself too of course! smile you have a nice one,PhillipJCarter,2.25
sobriety is not fun.,trippedvibes_,-0.2
ahh this prick that is working in the hospital reception needs to get her face run over by a lorry,yohhnaaa,-2.0
jim m. didn't want charlie killed.,AllThingsMSR,-1.2
guys! i am selling my 2-week old lg optimus l300 series phone. plz. pm me if interested. specs:,iammaxcorpuz,0.8
 when the whole arum story sounds rotten. the wrong year matters,Fletch_Butcher,-1.5
 :sad news,HOLAcademy,-0.8
im literally about to cry,wild_is_my_life,-1.4
for a society who has a goal of equality. there sure are a lot of classifications. categories and considerations dividing everyone.,Simplekindoffan,-1.4
 skills <laugh> <laugh>,Stephxtravers,0.4
 hehe. read those in reverse order!,MikeAlexander86,0.6
i fall in love w anyone who asks me how my day was,bbyputah,1.0
 are you serious....,reynsss_,-0.6
 i'm gonna try to come soon. i miss y'all so much.,WenrickMadi,1.5
 vip vacations is so proud of our for being 1 of your top 50 agents! #vipstrong,travelgaljd,0.75
man i'm so slow sometimes i be pissing myself off,Shanza_k,-1.6
farage may be about to quit. but in his recent history he's successfully changed british politics. a sad. sad reflection of the day #ge2015,ClaretRaz,-0.6
 awesome. i may be one of the few people who wanted this. lol,AllThingsMSR,1.0
 person appreciates that uniqueness and can value us &amp; themselves at the same time w/out having 2 devalue either.,WillJaxx,1.0
i love softball so dang much,zoelyoung5,1.5
 i was gonna @ you in it earlier but even i knew it was too fucked up,Rike12Modriguez,-1.2
#rangers make habit of winning these close games.,JAsports70,0.5
so. who won lagos ?,sholaWA,0.2
boring af like bitch if you,Tori_Mace,-1.6
spoken to 1.000 voters in the last 4 months-i loved every moment of it! i wouldn't change it for anything else.love it! ,ElzbietaVine,2.2
 happy belated tho mayne,babylexx_3,1.0
i don't normally deserve nice things but i'd like to think i've deserved my day off today. 1st since forever when i have no plans at all.,FooledBySecrecy,0.8
i miss my family <sad>,BridgetAKennedy,-1.2
and why why why would you end your breakup speech with the equivalent of saying oh yeah im gonna go to his house and fuck him tomorrow,yessequitur,-1.3333333333333333
 - another kiss against him.,Bonnibel_Peebs,0.5
 i still love hb,peabunnytree,1.4
with the support of my early morning gym family i was able to get my bench over 100 today!! finally starting to feel strong again!,BridgetAKennedy,2.75
happy day 16 of #christmaskindness x surprise a loved one today with a random act of love xxx #surprise #giftoflove,Happy_Boho,2.0
 so am i i been labour all my life but whats happened we been soundly beaten we need to sort ourselves out im a socialist are we?,itiddly,0.0
 when you can program your brain to ignore fear,travelgaljd,0.5
#sagittarius : do not betray. you are able to calm down and stop doing crazy about the person you care but you will decide.,ViralHoroscope,0.8
give pll a little more credit,thehybridthings,1.0
my first proper. up-close view of london's #shard. looks great,LukeReuters,1.0
sums up pretty much all of our conversations. ,queenbdot_,0.0
spurs/clippers will be a great game tomorrow night. #gospursgo,CLF_423,1.75
don't feed your child fast-food. it will ruin your child's body. mind. and it will brand their political spirit.,_DearParents_,-0.5
 dude some people are like choosing their fav/4 from aspectrum,shiminlim,0.6
 it explains a lot! that's why he has been so encouraging with me. he knows how difficult it is to change.,rainadobson,1.25
join the very first #kahchat today at 4pmest sponsored by #kidsareheroes.,dawnranieri,1.0
#mondaymotivation: let your heart be kind. your mind open and your will strong.,4charitysystems,2.25
we were mother-daughter book club snack heroes with our deliciously awesome cupcakes! #ldnont,corazenia,1.6
 # sending love#light have an adventurous wed#,andrealegend,0.8
 others??? so that's how it is yeah!! cool!! safe!! see you never!!!,yOgI_jYoTsNa,0.0
i haven't played candy crush all day that's when you know you're sick,BUCK_MONEYY,-0.8
 *hugs chu* i was so fucking scared i nearly passed out,Clem_Walker,-1.4
 considering how much i had to spend on my flights i would have been better getting a train,Refshaleoen,-0.25
thank god for my brother cause i know he would do anything for me and i'd do the same for him,Wenger_7,1.75
go and put your feet up #nickclegg. you did a bloody good job in v diff circs but there's a new guard now #libdem #ge2015 #nicechap,The_Bounder,0.75
does the brain have a sweet tooth for candy crush?,Adlewis91,0.0
sharing a little jane austen wit and wisdom on a lovely tuesday afternoon!,susanwiggs,0.5
so i'm as good as on my own in the house tonight. i might watch the babadook. what can possibly go wrong?,mburnhope,1.4
all they got all fancy just to lose #fuckunc #dukevsunc,prettylaurynn,-1.2
whenever i'm sad i just try on my prom shoes and i feel pretty and happy,skyesailing,1.0
i'm sorry for loving you,shanamaina,-0.4
 sorry such a late response-phone was acting up. i'm in boston now for a work conference. would much rather be in vegas still!,DeanneCP,-0.4
why is everyone laughing i'm confused,ShainaDawnn,-1.0
80s movies are cool af what ever happened to our generation,playboyespinosa,0.0
sin. the lustful stage play at madison street theatre | metromix chicago,4keithm,-0.5
i hope your day was good.,smilingforjack,2.0
you know i want to die but im really afraid of death i have no purpose to live all i am is a worthless pos and a waste of time just kill me,ShadowNinja1611,-2.0
 idk but i look good,ShainaDawnn,0.8
neville would be a shar pei because fat and kinda ugly as puppy but majestic when mature,righteoustiger,-0.4
in love w ur icon !!,zouisfitch,1.0
i wanted to say something. a joke. a sappy metaphor. some semblance of communication. but instead i sat. stung by silence &amp; unable to speak.,Satori_Paris,-0.4
honest to god i just want one od to be successful,TaylorLBSanders,0.8
#nascar tweetcast for - fri &amp; sat sunny. cool 62-67 for sun partly sunny high nr 70,NASCAR_WXMAN,0.0
