Tweet,EVENT,GENERALIZING_SENTENCE,GENERIC_SENTENCE,IMPERATIVE,QUESTION,REPORT,STATE,DYNAMIC,EPISODIC,GENERIC,HABITUAL,NON-GENERIC,STATIC,STATIVE,labels_for_settingA
"hollyoaks really annoys me but i always end up watching it. bcus its the only thing thats ok on tv .",0.0,0.75,0.0,0.0,0.0,0.0,0.25,0.75,0.0,0.0,1.0,1.0,0.0,0.25,0
"great synopsis #abvote #ableg #abpoli .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1
"i seriously cannot go to sleep to save my life.......",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0
" dude! 2 + 2 = 4??!! that's racist.",0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0
"detroit just won though. so i'm not as sad anymore .",0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,1.0,0.5,0.5,1
"some professors be acting like we only have their class .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,1.0,1.0,0.5,0
" i will. but you dont go having too much fun *she laughs* .",0.0,0.0,0.0,0.2,0.0,0.2,0.6,0.8,0.2,0.0,0.2,1.0,0.6,0.2,1
"finally got round to watching the new broadchurch... safe to say i'm hooked already! .",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,1.0,0.5,0.5,1
"how fucking dare people single someone out on their appearance or sexuality .",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.0,1.0,0.5,0
"you fucked me like a child im clung to you i'm sorry daddy.",0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,0.0,1.0,0.6666666666666666,0.3333333333333333,0
" ugh she was taking forever lmao .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1
"i kinda miss the way i could customize myspace .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0
" i just see all your convos with long convo with other fans an i get one reply but guess thts not ur fault .",0.0,0.0,0.0,0.4,0.0,0.0,0.6,0.2,0.0,0.0,0.0,1.0,1.0,0.8,1
" is a ledgend . ily bro ! #based #positive #bitchmob .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1
" feel cool being in this lineup. <kiss> .",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1
" yeah but it was prob fun to play. and once she finds balance in her personal life. badass a can stay .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.25,0.0,0.0,1.0,0.75,0.5,1
"the best thing that ever happened was when ariana sang at the white house. i'm still not over it .",0.25,0.25,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.25,1.0,0.25,0.5,1
"so yeah sorry guys i'm out of books. you people are too nice.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1
"ugh just gonna sleep. goodnight .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1
" --as he lifted her head up. making her eyes lock with his. so. are you goimg to come play or? he asked smirking in a -- .",0.4,0.0,0.0,0.2,0.0,0.0,0.4,0.8,0.4,0.0,0.2,1.0,0.4,0.2,1
" i give it a second tolkien star because i loved the portrayal of beorn.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,1.0,1.0,0.5,1
"playing what are the odds in school xd .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0
"wow. i never would have known. that i hold my pen strangely if you hadn't told me. thank you sooooo much.",0.0,0.0,0.0,0.2,0.0,0.0,0.8,0.6,0.0,0.0,0.0,1.0,1.0,0.4,0
"mad men &amp; laundry. #mommytime .",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1
"go and put your feet up #nickclegg. you did a bloody good job in v diff circs but there's a new guard now #libdem #ge2015 #nicechap .",0.2,0.0,0.0,0.4,0.0,0.0,0.4,0.6,0.4,0.0,0.2,1.0,0.4,0.4,1
"i might not win. but still. #esurancesave30 .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0
"join the very first #kahchat today at 4pmest sponsored by #kidsareheroes.",0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,1.0,0.5,0.5,1
" eva? jk hahahaha .",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1
"you cannot always wait for the perfect time. sometimes you must dare to jump.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.0,1.0,0.5,1
"when someone try's to act like everything is normal when it is so not. &lt;&lt;&lt; .",0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,1.0,0.3333333333333333,0.0,0.6666666666666666,0.6666666666666666,0
"to each his own but each of them is known to steal or rob ya .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,0.0,1.0,1.0,0.6666666666666666,0
" i fuck with you fam you real asf .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,1.0,1.0,0.5,0
"you right because i'm special .",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1
" that's the best kind of tweeting. i love reading livetweets.",0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,1.0,0.5,0.5,1
"this is really unfair and bad for me.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0
"thanks for the rts this week! via .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1
"for a second. i was so happy that people were reading the best part of jojo.",0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,1.0,0.5,0.5,1
" i am a blood demon. one of the rarest types. she explained. usually we are killed at birth yet a kind demon rescued me .",0.5,0.0,0.0,0.0,0.0,0.25,0.25,0.75,0.5,0.0,0.25,1.0,0.25,0.25,0
" not funny at all.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0
" i missed you there bro. unless you were dressed as a supermodel. to which i would say. nice dress.",0.0,0.0,0.0,0.0,0.0,0.25,0.75,0.75,0.5,0.0,0.0,1.0,0.5,0.25,1
"i was watching sex sent me to the e.r. and had to change it. #fuckingidiots .",0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,0.0,1.0,0.6666666666666666,0.3333333333333333,0
"yep! seriously. thank you guys so much. <love> .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1
" love that nyx lipstick .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1
" its ok bc im forever lame. lame not llame. lame is less cute.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0
"so nobody at work ever asks questions about my life. until today where everyone's bothered all at once .",0.5,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5,0.0,0.0,1.0,0.5,0.0,1
" thanks for following! .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1
"i'm hurting so bad right now. today is going to be a horrible day.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.5,0.0,0.0,1.0,0.5,0.5,0
"man this sucks. im great when im around my friends. but if im not with them for like an hour i just get so horrifyingly cripplingly sad .",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,0
"suddenly remembered the time a dolphin cut my toe with it's teeth.",0.5,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.5,0.0,0.5,1.0,0.0,0.0,0
"and if i do not miss a part of you. a part of me is dead! .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0
"how does it feels to be pretty .",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1
" tell that to the countless of girls he has fucked and tossed away on the tmh. wwa and otra tour sis .",0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,1.0,0.3333333333333333,0.0,0.0,1.0,0.6666666666666666,0.0,0
" i'm not allowed lmao i'm not 13 yet .",0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0
" [why isn't it the pig i see? or more like smell!] .",0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0
"lord knows it was a slow day for tips .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,1.0,1.0,0.5,1
"also 'drug addicts would still get their fix somehow!!' excuse. look fuck off because that meant less drugs on the streets .",0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.5,0.0,0.0,0.25,1.0,0.75,0.5,0
"im gentle. feminine girl. a bit shy. but i can be very passionate with the right man. can ...",0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,1.0,1.0,0.6666666666666666,1
"twitter is so annoying about not letting you send dm's to people who don't follow you like it's so inconvenient .",0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,1.0,1.0,0.5,0
"my roommate here in florence & i have decided we miss american television and candy. #theimportantthingsinlife .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1
" yes freakin finally right?! .",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1
"#mondaymotivation: dream. work and enjoy life...",0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,1
"i'm a woman that won't lie you about some boom of chemistry between us. when we'll meet ea...",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.0,0.0,0.0,1.0,1.0,0.3333333333333333,1
". not universally. but the cons were destroyed in scotland &amp; large numbers of people do hate them .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.5,1.0,0.5,0.5,0
" i'm gonna try to come soon. i miss y'all so much.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1
" thank you <kiss> .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1
" what was the other one lol .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0
"listen to chiraq freestyle - damilliman by da milli man #np on #soundcloud .",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1
"i wish i could turn the caring off.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,1.0,1.0,0.5,0
" to enter the #nkotbpartyplane contest. all i had to do was comment on your fb page. right? .",0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.5,0.5,0.0,0.0,1.0,0.5,0.5,1
"my mom thinks big butts are unattractive .",0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,1.0,0.5,0.5,0
"psa 25:21 use all your skill to put me together; i wait to see your finished product.",0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,1.0,0.6666666666666666,0.6666666666666666,0
"an elegant summer treat. these dreamy no bake blackberry bars are??infused with fresh berry sweetnes .",0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,1.0,1.0,0.5,1
"this conflict is not just a historical narrative or a statistic. it's about people (on both sides!) that want their kids to be safe.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1
" - of lovers dying because..oh glob. that's fucking right. i'm made of bubblegum. here's the kicker.. the heart is a - .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0
" ok but real talk though it's exactly the same because i posted it first u slug .",0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,0.0,1.0,0.6666666666666666,0.3333333333333333,0
" lmao eye stole that from this crazy nigga  .",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0
"my friends are cool.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1
"jamaican 1-2-3 was fantastic. interviews afterwards were almost as good #onelove .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1
"doesn't feel like a saturday today. strictly isn't on tv for a start.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0
"aaron: so when you have a boyfriend you won't be able to eat his meat? .",0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0
"i love you so much tom felton .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1
"that sounded bumping tho... what's the name of that cheif keef song i just 'd? i feel like you would know.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.25,0.0,0.0,0.0,1.0,1.0,0.75,1
" tough luck .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0
" okay...i'm curious...what's a dirty banana? .",0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0
" at least he's making an effort? lol .",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1
" has banned me from buying a bottle of wine because apparently a third of a bottles of absinthe is already 'too much' #bore .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,1.0,1.0,0.5,0
"i wanna wear boots! like what don't you understand!? .",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0
"el que se enamora pierdeee .",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0
" #tru neither are u .",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1
" your tweets make me feel like this hahha .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,1.0,1.0,0.5,1
" fuck i want it cus foxy looks amazing .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0
"thank you for pointing out that there is no dichotomy between jobs &amp; environment #logic #abvote #abvoteglobal .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,1.0,1.0,0.5,1
"a follow is appreciated bc i followback <kiss> .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1
" for tomorrow. justice society of america: thy kingdom come. crisis on infinite earths.the entire modern adventures of superman- .",0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,1.0,1.0,0.5,1
"canadian federal gov't to invoke terrorism clause to protect canada's #1 terrorist: pm stephen harper #cdnpoli .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1
" i guess with recent years of squad turnover it's what we've become used to. main job of a head coach is to improve players.",0.0,0.0,0.4,0.0,0.0,0.0,0.6,0.4,0.0,0.0,0.2,1.0,0.8,0.6,1
"who will take care of the baby boomers? huge caregiver shortage looms.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,1.0,1.0,0.5,0
"five hours on the tarmac. you suck so hard.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0
" you are my lil baby puppy sister i don't have a sister or a puppy that loves me and now i have both you are my <love> .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2,0.0,0.8,1.0,1.0,1
"i just want someone to make me happy.",0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1
" yeaaah lol <laugh> .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1
" i agree mate muje b arsha wapas chaiye vo b together .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1
"i'm not a pastor and i'm not speaking to the pews. besides. the pews are either empty or full of heckling unbelievers.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,1.0,1.0,0.6666666666666666,0
"i have to stop crying every time i see a pug .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,0.3333333333333333,1.0,0.6666666666666666,0.6666666666666666,0
"wish a could spew awwwww fuxkin er u just so u know exactly how a feel aboot u . wee fuckin boot .",0.0,0.0,0.0,0.2,0.0,0.0,0.8,0.4,0.0,0.0,0.2,1.0,0.8,0.6,0
"why did i set my alarm as animal noises. this is the reason why i wake up cranky .",0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0,0.0,1.0,0.3333333333333333,0.3333333333333333,0
"man. they're really going all out with this. #prompromise .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0
"i want to see you. but i know if i did i would slap the fuck out of you... so i better just keep my distance for your sake.",0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,0.5,0.0,0.0,0.0,1.0,1.0,0.5,0
"witnessed the most dirty ice hockey fight ever. player number 4 for hull university needs to be kept on a leash #welldoneuob .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.5,1.0,0.5,0.5,0
"fuck coming here ahain .",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0
"clearly. you have feelings for her. but you can't compete with the long-lost agent mulder. with his easy good looks. his oxford education.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,1.0,1.0,0.5,1
" were emotional like that .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1
"don't worry world. i made it home.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1
"if you knew nothing of love and wiggins prior and watched this game you would probably say the cavs are insane for making that trade .",0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,0.0,1.0,0.6666666666666666,0.3333333333333333,0
"starting to get really frustrated with this confusion..",0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0
"tuesday. december 16. 2014 - you can't wait to share your radical new ideas about your future. but they may be so...",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1
"yo all you pioneer mfs better be at this cheer comp. some of these other student sections are pretty big.",0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0
"&lt;it's a powerful weekend freedomhouse! join us.&gt; .",0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.5,0.5,0.0,0.0,1.0,0.5,0.5,1
"please share this widely!'a ukip supporter speaks' .",0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,1.0,1.0,0.6666666666666666,1
"frankly speaking i wish i could be beautiful specially for you. kitten alfredo. now i should go (i'm feeling tired after work). sorry.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,0.0,1.0,1.0,0.6666666666666666,0
" thanks. by the way. and it's not that i dont like em. it's that i always end up on some weird adventure with em.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.25,0.0,0.0,0.25,1.0,0.75,0.75,0
"hahahaha i just used the saying i smell a rat... must think i'm on something!! .",0.0,0.0,0.5,0.0,0.0,0.25,0.25,0.5,0.25,0.0,0.0,1.0,0.75,0.5,1
" well. that sounds intense.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1
"i've found the best way to become a positive thinker is to ask god for a lot of help. and to ask for it often.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.0,0.0,0.3333333333333333,1.0,0.6666666666666666,0.3333333333333333,1
"we don't wanna be like them .",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0
" just saw you at . how did you manage not to chloroform ? #ultralove .",0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,1.0,0.3333333333333333,0.0,0.0,1.0,0.6666666666666666,0.0,0
" okay i'll share it to you . cause i finished the conclusion questions but this career journal can't fit and idk how to do it .",0.0,0.0,0.0,0.25,0.0,0.0,0.75,1.0,0.5,0.0,0.0,1.0,0.5,0.0,1
" remember. your married now *she jokes* .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1
" no worries if not. or if somebody else has snaffled them. cheers.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1
"i've only been drinking water in preparation for spring break because i know how real its about to get lol .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,1.0,1.0,0.5,1
"if your plan doesn't work change the plan not the goal....good morning .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,1.0,1.0,0.5,1
" thank you scott. much appreciated! <happy> .",0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,1.0,0.5,0.5,1
"i'm thankful for knowing great people here .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1
" oh christ no. so far he seems to like me okay. i don't want to risk screwing that up.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1
"he clearly didn't know i was jewish and therefore expected me to laugh politely but i hate that joke so much .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.25,0.0,0.0,0.0,1.0,1.0,0.75,0
"is jim murphy turning a losing speech into a better together speech .",0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,1.0,0.5,0.5,1
"the caring. progressive left. ladies and gents.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1
"i am glad its over i know the opinions here and in america is different but since u r in kr now pls respect their culture here .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1
"spurs/clippers will be a great game tomorrow night. #gospursgo .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1
"concern for loved ones .",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1
" well i had practice even though i didn't think i had it. but i'm not leaving for nc tomorrow anymore so i'm good with tomorrow .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.0,0.0,0.0,1.0,1.0,0.8,1
" tell them the english want a say. no oil without their share of debt .",0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0
" oh my god. she looks insaaaanely beautiful! lots of love for her <kiss> .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1
"seen magpie yet? you can run your own ads in other people's timelines. now. that's a neat idea! .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.0,0.0,0.0,1.0,1.0,0.3333333333333333,1
"coat hangers for days .",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0
"goodnight . i'm happy? i don't think so .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0
"right folks. here it is -the official christmas single this is your christmas #christmasnumberone .",0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.3333333333333333,1.0,0.6666666666666666,0.6666666666666666,1
"if you want to make it in life. you just don't do it alone.",0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,1.0,1.0,0.5,1
" but there's no need to @ gonzo if the subtweet isn't your concern? .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0
"i gained 9 followers in the last day. you? know your stats and grow with .",0.3333333333333333,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,1
"this kind of interp centre rarely succeeds long-term. : gold miner to scoop up timmins' shania twain centre .",0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0
" i stared for a good 30 seconds and i still don't understand unless u r implying ur a potato .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.3333333333333333,0.0,0.0,1.0,0.6666666666666666,0.3333333333333333,0
"oh ok phew i was gonna go all cubes jealous there .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0
"losers wear a frown .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0
"#3wordsaftersex what a mess !! .",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0
"even tweets frm ppl that don't follow me ur great .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,1.0,1.0,0.5,1
"count your blessings. not your problems.",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1
